sales_id,employee_id,date,client_id,sales_amont
1858,1186,12/22/2019,153, $9693.61 
1925,1186,12/3/2019,144, $4481.65 
2459,1186,3/4/2020,123, $3234.15 
2976,1186,5/5/2020,155, $4583.57 
3267,1186,7/1/2020,127, $3385.73 
3842,1186,9/2/2020,132, $6464.15 
1187,1188,1/3/2020,147, $3688.16 
1255,1188,1/9/2020,122, $9405.98 
1332,1188,10/16/2020,138, $9408.29 
2062,1188,2/15/2020,154, $8107.37 
2296,1188,3/14/2020,126, $8545.26 
2390,1188,3/24/2020,154, $6356.03 
2924,1188,5/27/2020,102, $7128.17 
3306,1188,7/14/2020,116, $5060.92 
3325,1188,7/16/2020,138, $5395.19 
3843,1188,9/2/2020,138, $4001.09 
1375,1189,10/20/2020,157, $4693.42 
1509,1189,10/6/2020,146, $7939.19 
2048,1189,2/14/2020,135, $3725.04 
2695,1189,4/3/2020,133, $5379.22 
2819,1189,5/16/2020,103, $5080.76 
2985,1189,5/6/2020,102, $9869.35 
3064,1189,6/14/2020,137, $6947.15 
3402,1189,7/25/2020,101, $5681.75 
3427,1189,7/29/2020,154, $4121.25 
3591,1189,8/21/2020,137, $7640.47 
1285,1202,10/11/2020,137, $4009.59 
1510,1202,10/6/2020,130, $7240.03 
1549,1202,11/10/2020,125, $6219.38 
2201,1202,2/5/2020,145, $4149.21 
2557,1202,4/15/2020,120, $8371.81 
2677,1202,4/28/2020,144, $8072.25 
2743,1202,4/8/2020,109, $4654.59 
3018,1202,6/1/2020,136, $7857.11 
3375,1202,7/21/2020,101, $5621.03 
3844,1202,9/2/2020,110, $5591.89 
1091,1204,1/18/2020,155, $4309.57 
1212,1204,1/4/2020,118, $8613.98 
1900,1204,12/28/2019,125, $6094.30 
1933,1204,12/30/2019,151, $6743.78 
2617,1204,4/21/2020,148, $8073.54 
2624,1204,4/22/2020,146, $9861.46 
2986,1204,5/6/2020,121, $5632.38 
3019,1204,6/1/2020,133, $5695.86 
3385,1204,7/23/2020,156, $8824.16 
3817,1204,9/17/2020,135, $4910.51 
1118,1208,1/20/2020,149, $9406.91 
1583,1208,11/15/2020,160, $9647.71 
1926,1208,12/3/2019,140, $5905.49 
2112,1208,2/21/2020,146, $5331.68 
2184,1208,2/3/2020,116, $9793.20 
2650,1208,4/26/2020,111, $4449.38 
3136,1208,6/20/2020,122, $7699.88 
3241,1208,6/5/2020,121, $7302.58 
3636,1208,8/26/2020,158, $5776.80 
3870,1208,9/22/2020,128, $7335.11 
1269,1214,10/1/2020,131, $8553.35 
1333,1214,10/16/2020,101, $9895.12 
1960,1214,12/5/2019,112, $7858.24 
2426,1214,3/29/2020,120, $9868.93 
3274,1214,7/10/2020,143, $6919.24 
3332,1214,7/17/2020,146, $6623.56 
3451,1214,7/4/2020,114, $8025.05 
3571,1214,8/19/2020,110, $4535.71 
3602,1214,8/22/2020,117, $3274.33 
3637,1214,8/26/2020,127, $9811.96 
1103,1217,1/19/2020,130, $8885.92 
1533,1217,10/9/2020,153, $3910.34 
1901,1217,12/28/2019,107, $4145.84 
2588,1217,4/19/2020,107, $7111.02 
2664,1217,4/27/2020,106, $9296.84 
2880,1217,5/22/2020,112, $7780.32 
3035,1217,6/10/2020,137, $7443.87 
3047,1217,6/12/2020,123, $8566.38 
3268,1217,7/1/2020,144, $6075.87 
3712,1217,8/5/2020,147, $4482.31 
1119,1221,1/20/2020,101, $4596.83 
1256,1221,1/9/2020,147, $6620.24 
1343,1221,10/17/2020,154, $5861.01 
1701,1221,11/29/2020,154, $7323.72 
1875,1221,12/25/2019,103, $9133.45 
2630,1221,4/24/2020,120, $9297.74 
3011,1221,5/9/2020,160, $4073.79 
3075,1221,6/15/2020,110, $4023.15 
3755,1221,9/1/2020,133, $8313.64 
3836,1221,9/19/2020,114, $8383.60 
1104,1222,1/19/2020,132, $9789.81 
1601,1222,11/17/2020,110, $9557.24 
1631,1222,11/20/2020,106, $7447.74 
1839,1222,12/2/2019,141, $6081.12 
2349,1222,3/2/2020,135, $9410.24 
2558,1222,4/15/2020,111, $8658.21 
2744,1222,4/8/2020,150, $8248.37 
2831,1222,5/17/2020,119, $4163.68 
3603,1222,8/22/2020,113, $9175.60 
3674,1222,8/29/2020,133, $7055.20 
1167,1224,1/27/2020,143, $8398.06 
1257,1224,1/9/2020,122, $9392.51 
1725,1224,11/5/2020,159, $4794.89 
1775,1224,12/11/2019,110, $7836.42 
1812,1224,12/15/2019,146, $5515.97 
2427,1224,3/29/2020,109, $4291.85 
3020,1224,6/1/2020,127, $4136.50 
3224,1224,6/30/2020,118, $5501.22 
3527,1224,8/13/2020,133, $9727.75 
3948,1224,9/30/2020,127, $9970.24 
1008,1226,1/10/2020,129, $5403.42 
1072,1226,1/16/2020,145, $9735.19 
1497,1226,10/5/2020,116, $8193.63 
2354,1226,3/20/2020,156, $5423.45 
2482,1226,3/7/2020,127, $7413.72 
2665,1226,4/27/2020,159, $3460.00 
3021,1226,6/1/2020,150, $8974.14 
3365,1226,7/20/2020,136, $6922.38 
3503,1226,8/10/2020,143, $6361.75 
3613,1226,8/23/2020,140, $8013.54 
1120,1228,1/20/2020,141, $4019.68 
1188,1228,1/3/2020,117, $9354.87 
1498,1228,10/5/2020,112, $4649.28 
1722,1228,11/4/2020,119, $8030.04 
2015,1228,2/1/2020,137, $4371.26 
2521,1228,4/11/2020,115, $5615.70 
2701,1228,4/30/2020,111, $3516.93 
2771,1228,5/10/2020,114, $3134.62 
3340,1228,7/18/2020,105, $9756.77 
3528,1228,8/13/2020,122, $5873.13 
1052,1230,1/14/2020,121, $9827.88 
1279,1230,10/10/2020,148, $9895.29 
1522,1230,10/7/2020,120, $5982.81 
1584,1230,11/15/2020,122, $3553.57 
1741,1230,11/7/2020,111, $4663.40 
1742,1230,11/7/2020,140, $8768.57 
2413,1230,3/27/2020,122, $7663.77 
3497,1230,8/1/2020,149, $4493.01 
3504,1230,8/10/2020,156, $8756.86 
3871,1230,9/22/2020,148, $3309.50 
1092,1233,1/18/2020,159, $6683.54 
1231,1233,1/6/2020,123, $7687.89 
1344,1233,10/17/2020,148, $7110.86 
1393,1233,10/22/2020,155, $8785.59 
1534,1233,10/9/2020,110, $3921.50 
1984,1233,12/7/2019,117, $7974.95 
2337,1233,3/18/2020,124, $7067.64 
2539,1233,4/13/2020,136, $9382.40 
2869,1233,5/20/2020,157, $8554.06 
2911,1233,5/26/2020,114, $9645.97 
1018,1235,1/11/2020,102, $3320.68 
1358,1235,10/19/2020,116, $6220.22 
1432,1235,10/27/2020,115, $7417.64 
1607,1235,11/18/2020,149, $4522.55 
1889,1235,12/27/2019,133, $4057.64 
2245,1235,2/9/2020,135, $8832.85 
2399,1235,3/25/2020,112, $7100.24 
2483,1235,3/7/2020,107, $7469.59 
2733,1235,4/7/2020,109, $3368.60 
3258,1235,6/8/2020,103, $6391.12 
1084,1236,1/17/2020,112, $5982.07 
1111,1236,1/2/2020,160, $3433.36 
1168,1236,1/27/2020,107, $3818.73 
1240,1236,1/7/2020,107, $4058.66 
2076,1236,2/17/2020,110, $7945.50 
2511,1236,4/1/2020,107, $3495.92 
2549,1236,4/14/2020,148, $5608.61 
2897,1236,5/24/2020,103, $6703.34 
3505,1236,8/10/2020,101, $3812.43 
3970,1236,9/6/2020,142, $7433.88 
1457,1242,10/29/2020,126, $7276.53 
1541,1242,11/1/2020,117, $5017.87 
1592,1242,11/16/2020,113, $8436.86 
1702,1242,11/29/2020,145, $9940.26 
1831,1242,12/19/2019,111, $6758.82 
2772,1242,5/10/2020,148, $5184.43 
3053,1242,6/13/2020,151, $7291.29 
3125,1242,6/2/2020,143, $7519.15 
3475,1242,7/7/2020,123, $8791.27 
3484,1242,7/8/2020,109, $8940.28 
2069,1252,2/16/2020,104, $5383.08 
2484,1252,3/7/2020,143, $7644.89 
2870,1252,5/20/2020,156, $9902.31 
2966,1252,5/4/2020,153, $7220.59 
3201,1252,6/28/2020,160, $4190.98 
3242,1252,6/5/2020,144, $4519.68 
3468,1252,7/6/2020,126, $7419.95 
3485,1252,7/8/2020,111, $4328.23 
3681,1252,8/3/2020,159, $9091.88 
3885,1252,9/24/2020,136, $9619.73 
1028,1254,1/12/2020,120, $7253.81 
1221,1254,1/5/2020,144, $8558.64 
1252,1254,1/8/2020,105, $6540.65 
1975,1254,12/6/2019,148, $4310.51 
2362,1254,3/21/2020,112, $3974.79 
3022,1254,6/1/2020,106, $8937.85 
3307,1254,7/14/2020,154, $6041.69 
3572,1254,8/19/2020,122, $7058.07 
3886,1254,9/24/2020,107, $6263.34 
3985,1254,9/8/2020,128, $6444.40 
1345,1256,10/17/2020,126, $4901.20 
1365,1256,10/2/2020,156, $5720.48 
1713,1256,11/30/2019,127, $4437.53 
1890,1256,12/27/2019,138, $3288.06 
2145,1256,2/25/2020,158, $4487.03 
2625,1256,4/22/2020,130, $5956.52 
2799,1256,5/14/2020,145, $9630.22 
3458,1256,7/5/2020,145, $7870.87 
3614,1256,8/23/2020,113, $7093.22 
3675,1256,8/29/2020,132, $9467.23 
1002,1261,1/1/2020,126, $6558.00 
1318,1261,10/14/2020,116, $3044.35 
1334,1261,10/16/2020,136, $8278.97 
1433,1261,10/27/2020,136, $4134.30 
1542,1261,11/1/2020,138, $5653.08 
2391,1261,3/24/2020,128, $8375.58 
2912,1261,5/26/2020,156, $8359.70 
3236,1261,6/4/2020,122, $5532.34 
3393,1261,7/24/2020,124, $6008.49 
3498,1261,8/1/2020,104, $7349.41 
1776,1263,12/11/2019,101, $8391.43 
1976,1263,12/6/2019,136, $3962.28 
1985,1263,12/7/2019,106, $3342.06 
2310,1263,3/15/2020,147, $6413.99 
2889,1263,5/23/2020,159, $4342.94 
3076,1263,6/15/2020,104, $9907.04 
3386,1263,7/23/2020,114, $4431.73 
3418,1263,7/28/2020,157, $3516.68 
3434,1263,7/3/2020,106, $4205.28 
3652,1263,8/27/2020,116, $7892.83 
1458,1271,10/29/2020,145, $8747.64 
1786,1271,12/12/2019,160, $8156.79 
1999,1271,12/9/2019,110, $4963.93 
2000,1271,12/9/2019,122, $9317.13 
2077,1271,2/17/2020,127, $5212.38 
2169,1271,2/28/2020,140, $5819.97 
2400,1271,3/25/2020,124, $4756.36 
2447,1271,3/31/2020,122, $7929.27 
3344,1271,7/19/2020,153, $3170.19 
3928,1271,9/29/2020,145, $4030.05 
1112,1274,1/2/2020,113, $5495.98 
1241,1274,1/7/2020,147, $4149.12 
1335,1274,10/16/2020,115, $4328.75 
1349,1274,10/18/2020,140, $8950.26 
2175,1274,2/29/2020,133, $5301.99 
2448,1274,3/31/2020,122, $3927.84 
2559,1274,4/15/2020,140, $4084.10 
2967,1274,5/4/2020,131, $4141.26 
3145,1274,6/21/2020,111, $8382.25 
3786,1274,9/13/2020,124, $6522.10 
1444,1277,10/28/2020,105, $9114.48 
1602,1277,11/17/2020,106, $8886.23 
1876,1277,12/25/2019,151, $9711.34 
2598,1277,4/2/2020,152, $9592.40 
2902,1277,5/25/2020,135, $3119.15 
3023,1277,6/1/2020,115, $3075.16 
3259,1277,6/8/2020,137, $7460.29 
3298,1277,7/13/2020,158, $4186.16 
3513,1277,8/11/2020,119, $3292.41 
3961,1277,9/5/2020,106, $5420.90 
1346,1278,10/17/2020,124, $4025.83 
1418,1278,10/25/2020,121, $4011.86 
1749,1278,11/8/2020,148, $6662.92 
1823,1278,12/17/2019,106, $5822.49 
1865,1278,12/24/2019,159, $8179.26 
2382,1278,3/23/2020,111, $5153.14 
2449,1278,3/31/2020,160, $8519.33 
3003,1278,5/8/2020,108, $7017.08 
3542,1278,8/15/2020,130, $5878.16 
3851,1278,9/20/2020,122, $4881.48 
1366,1279,10/2/2020,148, $6658.96 
1523,1279,10/7/2020,107, $3030.84 
1758,1279,11/9/2020,153, $8358.66 
1763,1279,12/1/2019,132, $5372.21 
2752,1279,4/9/2020,156, $8409.01 
2968,1279,5/4/2020,149, $9551.79 
2987,1279,5/6/2020,154, $7941.45 
3146,1279,6/21/2020,149, $6511.19 
3592,1279,8/21/2020,157, $6036.61 
3791,1279,9/14/2020,113, $7875.12 
1041,1283,1/13/2020,115, $4195.46 
1499,1283,10/5/2020,113, $4027.57 
1569,1283,11/13/2020,129, $4022.42 
1877,1283,12/25/2019,107, $8462.82 
2137,1283,2/24/2020,133, $8561.17 
3036,1283,6/10/2020,125, $4178.01 
3162,1283,6/23/2020,105, $5079.68 
3225,1283,6/30/2020,150, $6864.71 
3366,1283,7/20/2020,117, $7451.22 
3924,1283,9/28/2020,129, $5653.24 
1258,1285,1/9/2020,144, $4425.43 
1550,1285,11/10/2020,112, $6934.51 
1961,1285,12/5/2019,121, $5266.92 
2311,1285,3/15/2020,155, $3322.63 
2640,1285,4/25/2020,107, $4840.57 
2943,1285,5/3/2020,157, $6009.36 
2977,1285,5/5/2020,152, $9909.84 
3243,1285,6/5/2020,133, $7393.86 
3285,1285,7/11/2020,111, $9967.38 
3499,1285,8/1/2020,147, $8970.52 
1302,1287,10/13/2020,148, $5044.27 
1639,1287,11/21/2020,123, $3756.23 
2560,1287,4/15/2020,124, $3946.54 
2745,1287,4/8/2020,151, $9081.31 
2794,1287,5/13/2020,110, $4561.04 
2859,1287,5/2/2020,127, $7447.41 
2890,1287,5/23/2020,145, $8507.09 
3163,1287,6/23/2020,103, $9446.31 
3326,1287,7/16/2020,112, $9360.76 
3604,1287,8/22/2020,150, $7681.50 
1057,1294,1/15/2020,149, $5814.75 
1242,1294,1/7/2020,140, $4675.81 
1419,1294,10/25/2020,118, $7035.85 
1434,1294,10/27/2020,111, $7027.92 
1955,1294,12/4/2019,123, $8755.54 
2340,1294,3/19/2020,129, $8944.12 
2369,1294,3/22/2020,155, $9768.95 
2969,1294,5/4/2020,139, $8816.26 
3476,1294,7/7/2020,117, $5943.40 
3758,1294,9/10/2020,131, $6139.04 
1093,1296,1/18/2020,107, $4303.84 
1180,1296,1/29/2020,117, $9000.40 
1350,1296,10/18/2020,144, $4750.76 
2572,1296,4/16/2020,101, $5153.70 
2785,1296,5/12/2020,113, $8803.10 
2881,1296,5/22/2020,106, $6275.96 
3491,1296,7/9/2020,128, $3386.84 
3584,1296,8/20/2020,147, $8162.87 
3872,1296,9/22/2020,136, $4526.70 
3887,1296,9/24/2020,135, $7574.62 
1128,1298,1/21/2020,144, $7399.84 
1146,1298,1/24/2020,147, $4407.22 
1840,1298,12/2/2019,103, $8627.99 
1902,1298,12/28/2019,137, $6254.42 
2237,1298,2/8/2020,138, $9104.79 
2350,1298,3/2/2020,137, $4622.94 
2440,1298,3/30/2020,132, $9576.85 
3126,1298,6/2/2020,132, $8560.55 
3736,1298,8/7/2020,155, $9448.35 
3809,1298,9/16/2020,125, $9880.62 
1878,1299,12/25/2019,135, $6429.87 
1903,1299,12/28/2019,144, $7630.10 
2103,1299,2/20/2020,156, $8727.64 
2351,1299,3/2/2020,128, $9385.41 
2441,1299,3/30/2020,159, $8885.70 
2540,1299,4/13/2020,150, $3723.76 
2925,1299,5/27/2020,142, $6794.80 
3196,1299,6/27/2020,159, $6320.48 
3993,1299,9/9/2020,102, $7863.26 
3994,1299,9/9/2020,139, $8555.95 
1411,1300,10/24/2020,110, $7016.34 
1477,1300,10/31/2020,114, $7716.48 
1770,1300,12/10/2019,107, $7456.62 
3197,1300,6/27/2020,120, $3372.04 
3286,1300,7/11/2020,122, $4355.16 
3345,1300,7/19/2020,132, $8723.05 
3413,1300,7/27/2020,136, $6210.13 
3615,1300,8/23/2020,125, $8974.64 
3902,1300,9/26/2020,147, $8974.56 
3971,1300,9/6/2020,151, $3136.01 
1459,1302,10/29/2020,129, $5947.83 
1691,1302,11/28/2020,108, $5070.11 
3137,1302,6/20/2020,141, $8879.61 
3189,1302,6/26/2020,116, $7779.11 
3308,1302,7/14/2020,111, $3611.22 
3403,1302,7/25/2020,119, $4125.58 
3440,1302,7/30/2020,113, $7458.58 
3593,1302,8/21/2020,113, $3336.36 
3861,1302,9/21/2020,157, $4027.98 
3939,1302,9/3/2020,157, $8983.05 
1029,1303,1/12/2020,141, $7549.85 
1163,1303,1/26/2020,145, $3950.24 
1655,1303,11/23/2020,127, $6274.11 
2146,1303,2/25/2020,144, $8859.94 
2325,1303,3/17/2020,145, $6569.04 
2522,1303,4/11/2020,126, $8066.68 
3095,1303,6/17/2020,127, $7912.83 
3514,1303,8/11/2020,160, $5534.48 
3638,1303,8/26/2020,106, $5795.59 
3852,1303,9/20/2020,138, $7822.65 
1632,1307,11/20/2020,107, $3628.60 
1777,1307,12/11/2019,160, $4775.34 
1914,1307,12/29/2019,147, $6631.22 
2213,1307,2/6/2020,141, $6669.92 
2285,1307,3/13/2020,137, $8564.79 
2286,1307,3/13/2020,155, $8166.27 
2297,1307,3/14/2020,125, $4455.57 
2860,1307,5/2/2020,147, $3154.32 
3327,1307,7/16/2020,118, $5737.67 
3486,1307,7/8/2020,107, $6915.85 
1144,1310,1/23/2020,102, $4580.95 
1460,1310,10/29/2020,106, $5653.15 
1672,1310,11/26/2020,101, $3263.23 
1962,1310,12/5/2019,125, $7348.20 
2078,1310,2/17/2020,137, $6942.61 
2298,1310,3/14/2020,132, $3366.13 
2734,1310,4/7/2020,151, $8229.99 
2871,1310,5/20/2020,101, $6915.41 
2872,1310,5/20/2020,132, $8385.21 
3333,1310,7/17/2020,126, $5132.70 
1424,1313,10/26/2020,146, $8917.26 
1615,1313,11/19/2020,125, $6020.93 
1726,1313,11/5/2020,125, $4670.28 
2093,1313,2/19/2020,156, $8482.94 
2214,1313,2/6/2020,126, $4528.04 
2499,1313,3/9/2020,119, $8724.00 
2561,1313,4/15/2020,130, $8008.12 
2627,1313,4/23/2020,136, $6515.58 
2696,1313,4/3/2020,120, $7850.26 
3977,1313,9/7/2020,147, $4220.96 
1189,1315,1/3/2020,144, $7648.47 
1243,1315,1/7/2020,103, $8347.94 
1759,1315,11/9/2020,151, $9677.93 
2063,1315,2/15/2020,151, $5745.51 
2276,1315,3/12/2020,108, $8621.46 
2474,1315,3/6/2020,157, $8384.78 
2988,1315,5/6/2020,116, $6839.23 
3085,1315,6/16/2020,157, $8217.25 
3138,1315,6/20/2020,124, $9513.40 
3853,1315,9/20/2020,122, $4229.82 
1009,1316,1/10/2020,137, $6353.54 
1351,1316,10/18/2020,151, $7109.16 
1478,1316,10/31/2020,111, $9285.17 
1703,1316,11/29/2020,105, $9931.72 
1714,1316,11/30/2019,148, $4105.69 
2287,1316,3/13/2020,121, $4158.58 
2363,1316,3/21/2020,135, $8776.18 
2442,1316,3/30/2020,156, $9805.99 
2618,1316,4/21/2020,141, $4302.84 
3367,1316,7/20/2020,103, $3226.99 
1147,1323,1/24/2020,120, $5354.32 
1190,1323,1/3/2020,132, $9427.94 
1303,1323,10/13/2020,160, $5108.56 
1336,1323,10/16/2020,151, $9192.17 
1500,1323,10/5/2020,109, $3106.33 
2086,1323,2/18/2020,123, $9154.22 
2414,1323,3/27/2020,132, $9718.88 
3287,1323,7/11/2020,104, $6765.08 
3594,1323,8/21/2020,119, $6353.24 
3605,1323,8/22/2020,107, $4953.19 
1570,1331,11/13/2020,153, $9305.65 
1616,1331,11/19/2020,102, $3642.21 
1963,1331,12/5/2019,150, $5717.60 
2016,1331,2/1/2020,129, $9593.45 
2238,1331,2/8/2020,137, $3152.67 
2450,1331,3/31/2020,160, $6743.99 
2475,1331,3/6/2020,123, $4370.05 
3065,1331,6/14/2020,156, $9746.35 
3534,1331,8/14/2020,124, $8258.23 
3693,1331,8/31/2020,129, $7086.90 
1010,1332,1/10/2020,108, $3703.14 
1244,1332,1/7/2020,157, $4834.91 
1501,1332,10/5/2020,116, $5345.93 
2030,1332,2/11/2020,113, $4283.09 
2049,1332,2/14/2020,116, $4217.80 
2228,1332,2/7/2020,147, $6782.39 
3113,1332,6/19/2020,116, $4564.81 
3606,1332,8/22/2020,103, $7111.80 
3737,1332,8/7/2020,119, $5258.58 
3888,1332,9/24/2020,139, $5082.77 
1222,1333,1/5/2020,140, $5215.27 
1245,1333,1/7/2020,114, $3792.86 
1673,1333,11/26/2020,118, $3028.24 
1674,1333,11/26/2020,130, $6429.06 
1849,1333,12/21/2019,137, $4724.81 
2104,1333,2/20/2020,138, $6412.97 
2105,1333,2/20/2020,153, $6312.96 
2651,1333,4/26/2020,156, $7039.62 
3787,1333,9/13/2020,143, $8376.08 
3913,1333,9/27/2020,108, $5360.25 
1178,1336,1/28/2020,143, $6068.09 
1200,1336,1/30/2020,121, $9671.01 
1337,1336,10/16/2020,137, $7496.01 
1964,1336,12/5/2019,128, $7596.18 
2034,1336,2/12/2020,101, $5120.48 
2341,1336,3/19/2020,133, $9869.68 
2690,1336,4/29/2020,131, $6257.51 
2723,1336,4/6/2020,127, $6904.08 
3226,1336,6/30/2020,154, $4003.35 
3962,1336,9/5/2020,146, $7289.94 
1011,1339,1/10/2020,136, $7344.51 
1304,1339,10/13/2020,146, $5187.70 
1704,1339,11/29/2020,106, $4077.85 
1806,1339,12/14/2019,152, $9426.81 
1844,1339,12/20/2019,154, $7556.61 
2468,1339,3/5/2020,107, $3973.21 
2761,1339,5/1/2020,121, $3964.91 
3164,1339,6/23/2020,148, $6671.90 
3750,1339,8/9/2020,117, $8313.08 
3963,1339,9/5/2020,130, $4177.62 
1137,1341,1/22/2020,118, $7145.20 
1232,1341,1/6/2020,105, $9259.82 
2152,1341,2/26/2020,108, $6407.71 
2170,1341,2/28/2020,143, $3363.50 
2913,1341,5/26/2020,126, $3860.72 
3048,1341,6/12/2020,144, $3872.67 
3054,1341,6/13/2020,110, $4981.90 
3077,1341,6/15/2020,118, $4992.78 
3299,1341,7/13/2020,115, $5250.13 
3639,1341,8/26/2020,106, $8655.22 
1884,1342,12/26/2019,101, $4854.29 
2265,1342,3/10/2020,120, $3612.27 
2861,1342,5/2/2020,131, $9364.17 
3024,1342,6/1/2020,113, $4393.52 
3202,1342,6/28/2020,136, $4642.28 
3407,1342,7/26/2020,107, $7852.11 
3459,1342,7/5/2020,153, $8431.26 
3578,1342,8/2/2020,119, $3283.54 
3738,1342,8/7/2020,116, $5654.43 
3964,1342,9/5/2020,145, $3617.25 
1085,1347,1/17/2020,103, $7468.21 
1435,1347,10/27/2020,153, $4390.82 
1445,1347,10/28/2020,125, $9564.89 
1487,1347,10/4/2020,151, $6760.04 
2064,1347,2/15/2020,135, $6932.68 
2326,1347,3/17/2020,139, $7237.56 
3452,1347,7/4/2020,113, $5384.15 
3522,1347,8/12/2020,122, $4975.07 
3751,1347,8/9/2020,106, $3518.49 
3965,1347,9/5/2020,135, $3705.84 
1280,1349,10/10/2020,121, $3611.27 
1467,1349,10/3/2020,133, $4028.37 
1778,1349,12/11/2019,107, $8990.77 
2753,1349,4/9/2020,120, $8578.58 
3042,1349,6/11/2020,126, $9512.43 
3043,1349,6/11/2020,142, $5329.51 
3066,1349,6/14/2020,141, $6195.75 
3616,1349,8/23/2020,147, $3193.57 
3713,1349,8/5/2020,120, $4629.07 
3752,1349,8/9/2020,101, $4641.08 
1181,1352,1/29/2020,150, $9821.94 
1286,1352,10/11/2020,138, $3576.75 
1376,1352,10/20/2020,106, $8482.77 
1965,1352,12/5/2019,146, $7360.08 
2087,1352,2/18/2020,141, $6097.66 
2099,1352,2/2/2020,107, $8420.20 
2532,1352,4/12/2020,138, $6402.05 
2850,1352,5/19/2020,154, $6947.61 
2882,1352,5/22/2020,141, $9144.51 
3044,1352,6/11/2020,101, $6468.94 
1191,1356,1/3/2020,125, $6699.79 
1845,1356,12/20/2019,133, $6486.21 
1850,1356,12/21/2019,137, $5453.67 
1915,1356,12/29/2019,143, $8342.93 
1934,1356,12/30/2019,133, $9661.43 
2288,1356,3/13/2020,122, $7651.31 
2970,1356,5/4/2020,122, $9826.76 
3055,1356,6/13/2020,104, $9063.83 
3387,1356,7/23/2020,136, $8329.19 
3666,1356,8/28/2020,155, $9971.78 
1145,1361,1/23/2020,129, $8247.73 
1270,1361,10/1/2020,109, $6138.97 
1577,1361,11/14/2020,138, $8399.85 
1727,1361,11/5/2020,155, $7209.83 
2215,1361,2/6/2020,115, $5571.19 
2355,1361,3/20/2020,118, $7574.67 
2786,1361,5/12/2020,130, $8197.89 
3203,1361,6/28/2020,102, $6492.20 
3211,1361,6/3/2020,118, $8742.09 
3579,1361,8/2/2020,134, $9195.62 
1053,1365,1/14/2020,152, $8430.32 
1086,1365,1/17/2020,128, $6898.66 
1359,1365,10/19/2020,153, $5281.59 
1710,1365,11/3/2020,121, $6201.41 
2122,1365,2/22/2020,138, $9990.13 
2652,1365,4/26/2020,119, $4370.65 
3523,1365,8/12/2020,109, $5047.74 
3535,1365,8/14/2020,141, $7659.74 
3595,1365,8/21/2020,106, $5737.74 
3756,1365,9/1/2020,142, $9531.16 
1735,1366,11/6/2020,120, $4854.17 
1787,1366,12/12/2019,105, $8293.49 
1866,1366,12/24/2019,101, $4784.51 
2113,1366,2/21/2020,141, $3942.64 
2754,1366,4/9/2020,139, $5297.72 
2755,1366,4/9/2020,144, $4746.73 
2873,1366,5/20/2020,148, $3321.83 
3012,1366,5/9/2020,141, $8667.41 
3435,1366,7/3/2020,141, $5057.22 
3746,1366,8/8/2020,152, $3361.76 
1246,1370,1/7/2020,129, $7775.04 
1292,1370,10/12/2020,140, $3989.69 
1488,1370,10/4/2020,128, $6418.10 
1608,1370,11/18/2020,133, $8317.08 
1948,1370,12/31/2019,151, $6661.98 
2001,1370,12/9/2019,158, $5990.28 
2451,1370,3/31/2020,128, $6655.56 
3309,1370,7/14/2020,139, $4311.33 
3788,1370,9/13/2020,106, $5037.23 
3799,1370,9/15/2020,116, $9149.44 
1800,1372,12/13/2019,107, $7219.55 
1904,1372,12/28/2019,143, $9532.05 
1935,1372,12/30/2019,151, $9822.24 
1988,1372,12/8/2019,110, $8318.75 
2512,1372,4/1/2020,150, $3508.78 
2891,1372,5/23/2020,136, $7134.55 
3288,1372,7/11/2020,115, $7472.91 
3492,1372,7/9/2020,136, $8289.77 
3694,1372,8/31/2020,107, $4943.06 
3896,1372,9/25/2020,124, $4630.30 
1201,1373,1/30/2020,132, $6615.14 
1633,1373,11/20/2020,103, $9398.34 
1916,1373,12/29/2019,105, $6428.10 
2070,1373,2/16/2020,110, $7472.82 
2903,1373,5/25/2020,112, $4965.96 
2914,1373,5/26/2020,120, $9155.22 
3025,1373,6/1/2020,109, $7773.07 
3183,1373,6/25/2020,103, $7226.28 
3190,1373,6/26/2020,109, $7168.80 
3573,1373,8/19/2020,134, $6796.27 
1446,1375,10/28/2020,141, $3719.58 
1551,1375,11/10/2020,114, $3431.11 
1728,1375,11/5/2020,157, $3163.57 
1966,1375,12/5/2019,114, $9840.29 
2500,1375,3/9/2020,115, $5132.70 
3026,1375,6/1/2020,114, $9199.23 
3139,1375,6/20/2020,148, $6760.45 
3376,1375,7/21/2020,111, $8181.99 
3824,1375,9/18/2020,103, $8590.33 
3914,1375,9/27/2020,128, $3137.37 
1377,1378,10/20/2020,149, $6094.90 
1511,1378,10/6/2020,132, $9752.59 
1764,1378,12/1/2019,114, $9846.17 
2065,1378,2/15/2020,133, $6220.51 
2176,1378,2/29/2020,107, $7608.47 
2342,1378,3/19/2020,147, $3719.42 
2762,1378,5/1/2020,144, $6437.72 
3004,1378,5/8/2020,118, $3055.90 
3726,1378,8/6/2020,139, $8836.07 
3854,1378,9/20/2020,116, $8600.15 
1736,1379,11/6/2020,136, $8865.31 
2266,1379,3/10/2020,111, $9629.94 
2277,1379,3/12/2020,107, $8409.18 
2735,1379,4/7/2020,137, $6335.43 
2756,1379,4/9/2020,157, $6491.48 
2773,1379,5/10/2020,130, $4097.62 
2989,1379,5/6/2020,156, $7420.48 
3086,1379,6/16/2020,110, $6279.97 
3165,1379,6/23/2020,136, $6758.33 
